61.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
00:39:12.0 (239930479)|STATEMENT_EXECUTE|[136]
00:39:12.0 (239940148)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (239943068)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (239948721)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (239952380)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (239955378)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (239958368)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (239962926)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (239986070)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Time Limit","MasterLabel":"Time Limit","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":1000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"time_limit","Id":"m0U3S0000000Bt1","DeveloperName":"time_limit"}|0x50aeee3e
00:39:12.0 (239994384)|STATEMENT_EXECUTE|[135]
00:39:12.0 (239995464)|STATEMENT_EXECUTE|[136]
00:39:12.0 (240008227)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240012234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (240018115)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240021708)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (240025034)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (240028218)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (240033239)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (240050634)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Name of School for P (8 more) ...","MasterLabel":"Name of School for P (8 more) ...","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":3000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"name_of_school_plcmn (1 more) ...","Id":"m0U3S0000000Bsu","DeveloperName":"name_of_school_plcmn (1 more) ..."}|0x64a39916
00:39:12.0 (240055647)|STATEMENT_EXECUTE|[135]
00:39:12.0 (240056468)|STATEMENT_EXECUTE|[136]
00:39:12.0 (240064476)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240067047)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (240072472)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240075626)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (240078557)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (240081641)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (240085824)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (240100810)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Number Foster Youth  (16 more) ...","MasterLabel":"Number Foster Youth  (16 more) ...","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":2000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"num_of_foster_youth","Id":"m0U3S0000000Bsw","DeveloperName":"num_of_foster_youth"}|0x4294bdf5
00:39:12.0 (240105643)|STATEMENT_EXECUTE|[135]
00:39:12.0 (240106503)|STATEMENT_EXECUTE|[136]
00:39:12.0 (240113982)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240116467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (240121879)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240707200)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (240742148)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (240750618)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (240766565)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (240804559)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Service Ranking CEBC","MasterLabel":"Service Ranking CEBC","SystemModstamp":"2024-02-14T07:16:38.000Z","Weightage__c":4000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"srvc_rank_cebc","Id":"m0U3S0000000OS0","DeveloperName":"srvc_rank_cebc"}|0x30bbcd2
00:39:12.0 (240813618)|STATEMENT_EXECUTE|[135]
00:39:12.0 (240815505)|STATEMENT_EXECUTE|[136]
00:39:12.0 (240848967)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240856564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (240866919)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240874767)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (240881393)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (240888306)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (240899802)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (240929116)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Placement Zip Code","MasterLabel":"Placement Zip Code","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":2000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"zipcode","Id":"m0U3S0000000Bt3","DeveloperName":"zipcode"}|0x24737d93
00:39:12.0 (240936847)|STATEMENT_EXECUTE|[135]
00:39:12.0 (240938278)|STATEMENT_EXECUTE|[136]
00:39:12.0 (240951181)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240954807)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (240961222)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (240965358)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (240969003)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (240972790)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (240977994)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (240994556)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Placement City","MasterLabel":"Placement City","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":5000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"city","Id":"m0U3S0000000Bsp","DeveloperName":"city"}|0x5c602b22
00:39:12.0 (240999500)|STATEMENT_EXECUTE|[135]
00:39:12.0 (241000575)|STATEMENT_EXECUTE|[136]
00:39:12.0 (241010118)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241012895)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (241019081)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241022829)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (241026182)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (241029707)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (241034435)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (241050031)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Spoken Language(s)","MasterLabel":"Spoken Language(s)","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":5000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"language","Id":"m0U3S0000000Bss","DeveloperName":"language"}|0x3b7c5e4e
00:39:12.0 (241054893)|STATEMENT_EXECUTE|[135]
00:39:12.0 (241055967)|STATEMENT_EXECUTE|[136]
00:39:12.0 (241064012)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241066627)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (241076355)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241080490)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (241084030)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (241087642)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (241092842)|VARIABLE_SCOPE_BEGIN|[135]|levelWeightage|Placement_Search_Weightage__mdt|true|false
00:39:12.0 (241109842)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|{"IsProtected":false,"Label":"Placement Name","MasterLabel":"Placement Name","SystemModstamp":"2023-10-05T06:50:07.000Z","Weightage__c":5000.0,"Language":"en_US","ManageableState":"U","QualifiedApiName":"plcmnt_name","Id":"m0U3S0000000Bsx","DeveloperName":"plcmnt_name"}|0x65cf88df
00:39:12.0 (241114898)|STATEMENT_EXECUTE|[135]
00:39:12.0 (241116049)|STATEMENT_EXECUTE|[136]
00:39:12.0 (241124340)|SYSTEM_METHOD_ENTRY|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241127164)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
00:39:12.0 (241133311)|SYSTEM_METHOD_EXIT|[136]|Map<String,Decimal>.put(Object, Object)
00:39:12.0 (241137050)|SYSTEM_METHOD_ENTRY|[135]|system.ListIterator.hasNext()
00:39:12.0 (241140426)|HEAP_ALLOCATE|[135]|Bytes:5
00:39:12.0 (241144287)|SYSTEM_METHOD_EXIT|[135]|system.ListIterator.hasNext()
00:39:12.0 (241149223)|VARIABLE_ASSIGNMENT|[135]|levelWeightage|null|
00:39:12.0 (241160647)|SYSTEM_METHOD_ENTRY|[139]|Map<String,ANY>.get(Object)
00:39:12.0 (241180978)|SYSTEM_METHOD_EXIT|[139]|Map<String,ANY>.get(Object)
00:39:12.0 (241184019)|STATEMENT_EXECUTE|[139]
00:39:12.0 (241185071)|STATEMENT_EXECUTE|[140]
00:39:12.0 (241191604)|SYSTEM_METHOD_ENTRY|[140]|Map<String,ANY>.get(Object)
00:39:12.0 (241200850)|SYSTEM_METHOD_EXIT|[140]|Map<String,ANY>.get(Object)
00:39:12.0 (241214714)|SYSTEM_METHOD_ENTRY|[140]|String.valueOf(Object)
00:39:12.0 (241219310)|HEAP_ALLOCATE|[140]|Bytes:4
00:39:12.0 (241226071)|SYSTEM_METHOD_EXIT|[140]|String.valueOf(Object)
00:39:12.0 (241232764)|SYSTEM_METHOD_ENTRY|[140]|Map<String,Decimal>.get(Object)
00:39:12.0 (241251486)|HEAP_ALLOCATE|[140]|Bytes:28
00:39:12.0 (241256798)|SYSTEM_METHOD_EXIT|[140]|Map<String,Decimal>.get(Object)
00:39:12.0 (241265337)|SYSTEM_METHOD_ENTRY|[140]|String.valueOf(Object)
00:39:12.0 (241269214)|HEAP_ALLOCATE|[140]|Bytes:6
00:39:12.0 (241275258)|SYSTEM_METHOD_EXIT|[140]|String.valueOf(Object)
00:39:12.0 (241284835)|HEAP_ALLOCATE|[140]|Bytes:72
00:39:12.0 (241292481)|HEAP_ALLOCATE|[140]|Bytes:28
00:39:12.0 (241297620)|HEAP_ALLOCATE|[140]|Bytes:100
00:39:12.0 (241300755)|HEAP_ALLOCATE|[140]|Bytes:100
00:39:12.0 (241307149)|VARIABLE_ASSIGNMENT|[140]|query|"{\"field_name\": \"plcm (80 more) ..."
00:39:12.0 (241310814)|STATEMENT_EXECUTE|[141]
00:39:12.0 (241316065)|SYSTEM_METHOD_ENTRY|[141]|Map<String,ANY>.get(Object)
00:39:12.0 (241326172)|SYSTEM_METHOD_EXIT|[141]|Map<String,ANY>.get(Object)
00:39:12.0 (241332899)|SYSTEM_METHOD_ENTRY|[141]|String.valueOf(Object)
00:39:12.0 (241335578)|HEAP_ALLOCATE|[141]|Bytes:4
00:39:12.0 (241341776)|SYSTEM_METHOD_EXIT|[141]|String.valueOf(Object)
00:39:12.0 (241347322)|SYSTEM_METHOD_ENTRY|[141]|Map<String,Decimal>.get(Object)
00:39:12.0 (241351425)|HEAP_ALLOCATE|[141]|Bytes:28
00:39:12.0 (241356188)|SYSTEM_METHOD_EXIT|[141]|Map<String,Decimal>.get(Object)
00:39:12.0 (241363064)|SYSTEM_METHOD_ENTRY|[141]|String.valueOf(Object)
00:39:12.0 (241365857)|HEAP_ALLOCATE|[141]|Bytes:6
00:39:12.0 (241371776)|SYSTEM_METHOD_EXIT|[141]|String.valueOf(Object)
00:39:12.0 (241375520)|HEAP_ALLOCATE|[141]|Bytes:72
00:39:12.0 (241380038)|HEAP_ALLOCATE|[141]|Bytes:30
00:39:12.0 (241383159)|HEAP_ALLOCATE|[141]|Bytes:102
00:39:12.0 (241386235)|HEAP_ALLOCATE|[141]|Bytes:202
00:39:12.0 (241391424)|VARIABLE_ASSIGNMENT|[141]|query|"{\"field_name\": \"plcm (182 more) ..."
00:39:12.0 (241394626)|STATEMENT_EXECUTE|[142]
00:39:12.0 (241399404)|SYSTEM_METHOD_ENTRY|[142]|Map<String,ANY>.get(Object)
00:39:12.0 (241408584)|SYSTEM_METHOD_EXIT|[142]|Map<String,ANY>.get(Object)
00:39:12.0 (241415070)|SYSTEM_METHOD_ENTRY|[142]|String.valueOf(Object)
00:39:12.0 (241417584)|HEAP_ALLOCATE|[142]|Bytes:4
00:39:12.0 (241423558)|SYSTEM_METHOD_EXIT|[142]|String.valueOf(Object)
00:39:12.0 (241429046)|SYSTEM_METHOD_ENTRY|[142]|Map<String,Decimal>.get(Object)
00:39:12.0 (241452588)|HEAP_ALLOCATE|[142]|Bytes:28
00:39:12.0 (241458171)|SYSTEM_METHOD_EXIT|[142]|Map<String,Decimal>.get(Object)
00:39:12.0 (241465286)|SYSTEM_METHOD_ENTRY|[142]|String.valueOf(Object)
00:39:12.0 (241468398)|HEAP_ALLOCATE|[142]|Bytes:6
00:39:12.0 (241474408)|SYSTEM_METHOD_EXIT|[142]|String.valueOf(Object)
00:39:12.0 (241478134)|HEAP_ALLOCATE|[142]|Bytes:72
00:39:12.0 (241482524)|HEAP_ALLOCATE|[142]|Bytes:31
00:39:12.0 (241485722)|HEAP_ALLOCATE|[142]|Bytes:103
00:39:12.0 (241488882)|HEAP_ALLOCATE|[142]|Bytes:305
00:39:12.0 (241493922)|VARIABLE_ASSIGNMENT|[142]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (241501186)|SYSTEM_METHOD_ENTRY|[145]|Map<String,ANY>.get(Object)
00:39:12.0 (241510781)|SYSTEM_METHOD_EXIT|[145]|Map<String,ANY>.get(Object)
00:39:12.0 (241513391)|STATEMENT_EXECUTE|[145]
00:39:12.0 (241514562)|STATEMENT_EXECUTE|[151]
00:39:12.0 (242343398)|HEAP_ALLOCATE|[151]|Bytes:5
00:39:12.0 (242356154)|STATEMENT_EXECUTE|[15]
00:39:12.0 (242363098)|HEAP_ALLOCATE|[151]|Bytes:5
00:39:12.0 (242407162)|METHOD_ENTRY|[151]|01p3S000001lrTg|CARES_SOLRPlacementSearchHelper.formPlaceSearchQueryMethod1(Map<String,ANY>, Map<String,Decimal>, String)
00:39:12.0 (242432955)|VARIABLE_SCOPE_BEGIN|[25]|mapSearchCriteria|Map<String,ANY>|true|false
00:39:12.0 (242445558)|VARIABLE_ASSIGNMENT|[25]|mapSearchCriteria|"Map of size 55 too large to display"|0x5d12a1c3
00:39:12.0 (242450248)|VARIABLE_SCOPE_BEGIN|[25]|mapWeightage|Map<String,Decimal>|true|false
00:39:12.0 (242457296)|VARIABLE_ASSIGNMENT|[25]|mapWeightage|"Map of size 24 too large to display"|0x5a6fee10
00:39:12.0 (242461679)|VARIABLE_SCOPE_BEGIN|[25]|query|String|false|false
00:39:12.0 (242470225)|VARIABLE_ASSIGNMENT|[25]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (242477147)|HEAP_ALLOCATE|[27]|Bytes:5
00:39:12.0 (242481109)|STATEMENT_EXECUTE|[25]
00:39:12.0 (242496891)|SYSTEM_METHOD_ENTRY|[27]|Map<String,ANY>.get(Object)
00:39:12.0 (242525046)|SYSTEM_METHOD_EXIT|[27]|Map<String,ANY>.get(Object)
00:39:12.0 (242528376)|STATEMENT_EXECUTE|[27]
00:39:12.0 (242533154)|SYSTEM_METHOD_ENTRY|[31]|Map<String,ANY>.get(Object)
00:39:12.0 (242542012)|SYSTEM_METHOD_EXIT|[31]|Map<String,ANY>.get(Object)
00:39:12.0 (242544187)|STATEMENT_EXECUTE|[31]
00:39:12.0 (242548666)|SYSTEM_METHOD_ENTRY|[38]|Map<String,ANY>.get(Object)
00:39:12.0 (242556847)|SYSTEM_METHOD_EXIT|[38]|Map<String,ANY>.get(Object)
00:39:12.0 (242559056)|STATEMENT_EXECUTE|[38]
00:39:12.0 (242559934)|STATEMENT_EXECUTE|[44]
00:39:12.0 (242964689)|HEAP_ALLOCATE|[44]|Bytes:5
00:39:12.0 (242975913)|STATEMENT_EXECUTE|[12]
00:39:12.0 (242981514)|HEAP_ALLOCATE|[44]|Bytes:5
00:39:12.0 (243014441)|METHOD_ENTRY|[44]|01p3S000002HbUf|CARES_SOLRPlacementSearchUtility.getLangQuery(Map<String,ANY>, Map<String,Decimal>)
00:39:12.0 (243032915)|VARIABLE_SCOPE_BEGIN|[20]|mapSearchCriteria|Map<String,ANY>|true|false
00:39:12.0 (243044969)|VARIABLE_ASSIGNMENT|[20]|mapSearchCriteria|"Map of size 55 too large to display"|0x5d12a1c3
00:39:12.0 (243049196)|VARIABLE_SCOPE_BEGIN|[20]|mapWeightage|Map<String,Decimal>|true|false
00:39:12.0 (243055697)|VARIABLE_ASSIGNMENT|[20]|mapWeightage|"Map of size 24 too large to display"|0x5a6fee10
00:39:12.0 (243063293)|HEAP_ALLOCATE|[21]|Bytes:5
00:39:12.0 (243066865)|STATEMENT_EXECUTE|[20]
00:39:12.0 (243067922)|STATEMENT_EXECUTE|[21]
00:39:12.0 (243070674)|VARIABLE_SCOPE_BEGIN|[21]|query|String|false|false
00:39:12.0 (243077580)|VARIABLE_ASSIGNMENT|[21]|query|""
00:39:12.0 (243092949)|SYSTEM_METHOD_ENTRY|[23]|Map<String,ANY>.get(Object)
00:39:12.0 (243115878)|SYSTEM_METHOD_EXIT|[23]|Map<String,ANY>.get(Object)
00:39:12.0 (243118875)|STATEMENT_EXECUTE|[23]
00:39:12.0 (243123829)|SYSTEM_METHOD_ENTRY|[27]|Map<String,ANY>.get(Object)
00:39:12.0 (243131878)|SYSTEM_METHOD_EXIT|[27]|Map<String,ANY>.get(Object)
00:39:12.0 (243134088)|STATEMENT_EXECUTE|[27]
00:39:12.0 (243138514)|SYSTEM_METHOD_ENTRY|[31]|Map<String,ANY>.get(Object)
00:39:12.0 (243146435)|SYSTEM_METHOD_EXIT|[31]|Map<String,ANY>.get(Object)
00:39:12.0 (243148477)|STATEMENT_EXECUTE|[31]
00:39:12.0 (243152575)|SYSTEM_METHOD_ENTRY|[39]|Map<String,ANY>.get(Object)
00:39:12.0 (243159960)|SYSTEM_METHOD_EXIT|[39]|Map<String,ANY>.get(Object)
00:39:12.0 (243161987)|STATEMENT_EXECUTE|[39]
00:39:12.0 (243162848)|STATEMENT_EXECUTE|[47]
00:39:12.0 (243167979)|METHOD_EXIT|[44]|01p3S000002HbUf|CARES_SOLRPlacementSearchUtility.getLangQuery(Map<String,ANY>, Map<String,Decimal>)
00:39:12.0 (243176033)|HEAP_ALLOCATE|[44]|Bytes:305
00:39:12.0 (243182150)|VARIABLE_ASSIGNMENT|[44]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (243184989)|STATEMENT_EXECUTE|[45]
00:39:12.0 (243188886)|METHOD_EXIT|[151]|01p3S000001lrTg|CARES_SOLRPlacementSearchHelper.formPlaceSearchQueryMethod1(Map<String,ANY>, Map<String,Decimal>, String)
00:39:12.0 (243194213)|VARIABLE_ASSIGNMENT|[151]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (243197080)|STATEMENT_EXECUTE|[152]
00:39:12.0 (243205803)|METHOD_ENTRY|[152]|01p3S000001lrTg|CARES_SOLRPlacementSearchHelper.formPlaceSearchQueryMethod2(Map<String,ANY>, Map<String,Decimal>, String)
00:39:12.0 (243216618)|VARIABLE_SCOPE_BEGIN|[55]|mapSearchCriteria|Map<String,ANY>|true|false
00:39:12.0 (243224507)|VARIABLE_ASSIGNMENT|[55]|mapSearchCriteria|"Map of size 55 too large to display"|0x5d12a1c3
00:39:12.0 (243231335)|VARIABLE_SCOPE_BEGIN|[55]|mapWeightage|Map<String,Decimal>|true|false
00:39:12.0 (243240166)|VARIABLE_ASSIGNMENT|[55]|mapWeightage|"Map of size 24 too large to display"|0x5a6fee10
00:39:12.0 (243245587)|VARIABLE_SCOPE_BEGIN|[55]|query|String|false|false
00:39:12.0 (243253573)|VARIABLE_ASSIGNMENT|[55]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (243261993)|HEAP_ALLOCATE|[57]|Bytes:5
00:39:12.0 (243265513)|STATEMENT_EXECUTE|[55]
00:39:12.0 (243272493)|SYSTEM_METHOD_ENTRY|[57]|Map<String,ANY>.get(Object)
00:39:12.0 (243281764)|SYSTEM_METHOD_EXIT|[57]|Map<String,ANY>.get(Object)
00:39:12.0 (243284182)|STATEMENT_EXECUTE|[57]
00:39:12.0 (243288633)|SYSTEM_METHOD_ENTRY|[61]|Map<String,ANY>.get(Object)
00:39:12.0 (243296166)|SYSTEM_METHOD_EXIT|[61]|Map<String,ANY>.get(Object)
00:39:12.0 (243298289)|STATEMENT_EXECUTE|[61]
00:39:12.0 (243302667)|SYSTEM_METHOD_ENTRY|[65]|Map<String,ANY>.get(Object)
00:39:12.0 (243310220)|SYSTEM_METHOD_EXIT|[65]|Map<String,ANY>.get(Object)
00:39:12.0 (243312253)|STATEMENT_EXECUTE|[65]
00:39:12.0 (243316337)|SYSTEM_METHOD_ENTRY|[69]|Map<String,ANY>.get(Object)
00:39:12.0 (243323702)|SYSTEM_METHOD_EXIT|[69]|Map<String,ANY>.get(Object)
00:39:12.0 (243325862)|STATEMENT_EXECUTE|[69]
00:39:12.0 (243330126)|SYSTEM_METHOD_ENTRY|[73]|Map<String,ANY>.get(Object)
00:39:12.0 (243337463)|SYSTEM_METHOD_EXIT|[73]|Map<String,ANY>.get(Object)
00:39:12.0 (243339507)|STATEMENT_EXECUTE|[73]
00:39:12.0 (243340325)|STATEMENT_EXECUTE|[76]
00:39:12.0 (243346393)|METHOD_ENTRY|[76]|01p3S000002HbUf|CARES_SOLRPlacementSearchUtility.getSearchQuery(Map<String,ANY>, Map<String,Decimal>)
00:39:12.0 (243353315)|VARIABLE_SCOPE_BEGIN|[57]|mapSearchCriteria|Map<String,ANY>|true|false
00:39:12.0 (243359731)|VARIABLE_ASSIGNMENT|[57]|mapSearchCriteria|"Map of size 55 too large to display"|0x5d12a1c3
00:39:12.0 (243363464)|VARIABLE_SCOPE_BEGIN|[57]|mapWeightage|Map<String,Decimal>|true|false
00:39:12.0 (243369058)|VARIABLE_ASSIGNMENT|[57]|mapWeightage|"Map of size 24 too large to display"|0x5a6fee10
00:39:12.0 (243374670)|HEAP_ALLOCATE|[58]|Bytes:5
00:39:12.0 (243377357)|STATEMENT_EXECUTE|[57]
00:39:12.0 (243378185)|STATEMENT_EXECUTE|[58]
00:39:12.0 (243379861)|VARIABLE_SCOPE_BEGIN|[58]|query|String|false|false
00:39:12.0 (243385766)|VARIABLE_ASSIGNMENT|[58]|query|""
00:39:12.0 (243392748)|SYSTEM_METHOD_ENTRY|[60]|Map<String,ANY>.get(Object)
00:39:12.0 (243400624)|SYSTEM_METHOD_EXIT|[60]|Map<String,ANY>.get(Object)
00:39:12.0 (243402828)|STATEMENT_EXECUTE|[60]
00:39:12.0 (243407126)|SYSTEM_METHOD_ENTRY|[68]|Map<String,ANY>.get(Object)
00:39:12.0 (243415100)|SYSTEM_METHOD_EXIT|[68]|Map<String,ANY>.get(Object)
00:39:12.0 (243420009)|SYSTEM_METHOD_ENTRY|[68]|Map<String,ANY>.get(Object)
00:39:12.0 (243424593)|SYSTEM_METHOD_EXIT|[68]|Map<String,ANY>.get(Object)
00:39:12.0 (243437892)|SYSTEM_METHOD_ENTRY|[68]|com.salesforce.api.fast.System.compareObjects(Object, Object)
00:39:12.0 (243441283)|HEAP_ALLOCATE|[68]|Bytes:5
00:39:12.0 (243462644)|SYSTEM_METHOD_EXIT|[68]|com.salesforce.api.fast.System.compareObjects(Object, Object)
00:39:12.0 (243466309)|STATEMENT_EXECUTE|[68]
00:39:12.0 (243467145)|STATEMENT_EXECUTE|[71]
00:39:12.0 (243470877)|METHOD_EXIT|[76]|01p3S000002HbUf|CARES_SOLRPlacementSearchUtility.getSearchQuery(Map<String,ANY>, Map<String,Decimal>)
00:39:12.0 (243476686)|HEAP_ALLOCATE|[76]|Bytes:305
00:39:12.0 (243481821)|VARIABLE_ASSIGNMENT|[76]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (243484749)|STATEMENT_EXECUTE|[77]
00:39:12.0 (243487739)|METHOD_EXIT|[152]|01p3S000001lrTg|CARES_SOLRPlacementSearchHelper.formPlaceSearchQueryMethod2(Map<String,ANY>, Map<String,Decimal>, String)
00:39:12.0 (243492667)|VARIABLE_ASSIGNMENT|[152]|query|"{\"field_name\": \"plcm (285 more) ..."
00:39:12.0 (243495764)|STATEMENT_EXECUTE|[153]
00:39:12.0 (244052490)|HEAP_ALLOCATE|[153]|Bytes:8
00:39:12.0 (244064141)|STATEMENT_EXECUTE|[14]
00:39:12.0 (244069715)|HEAP_ALLOCATE|[153]|Bytes:5
00:39:12.0 (244101284)|METHOD_ENTRY|[153]|01p3S000002HOT8|CARES_SOLRPlacementSearchSubHelper.formPlaceSearchQueryMethod3(Map<String,ANY>, Map<String,Decimal>, String)
00:39:12.0 (244117398)|VARIABLE_SCOPE_BEGIN|[23]|mapSearchCriteria|Map<String,ANY>|true|false
00:39:12.0 (244148147)|VARIABLE_ASSIGNMENT|[23]|mapSearchCriteria|"Map of size 55 too large to display"|0x5d12a1c3
00:39:12.0 (244152615)|VARIABLE_SCOPE_BEGIN|[23]|mapWeightage|Map<String,Decimal>|true|false
00:39:12.0 (244159388)|VARIABLE_ASSIGNMENT|[23]|mapWeightage|"Map of size 24 too large to display"|0x5a6fee10
00:39:12.0 (244163805)|VARIABLE_SCOPE_BEGIN|[23]|query|String|false|false
